applicant_id,employment_type,rent_payment_ratio,utility_payment_ratio,telecom_payment_ratio,telecom_tenure_months,monthly_bank_inflow,monthly_bank_outflow,avg_bank_balance,bounce_count_6m,gig_monthly_earnings,gig_earnings_stability,gig_months_active,gig_rating,income_to_expense_ratio,payment_consistency,data_conflict_count,falsified_record_flag,falsification_type,fraud_risk_score,missing_data_ratio,credit_risk_score,decision
A01318,gig,1.0,0.93,0.892,45,31270,19974,9737,0,21539,0.939,26,4.64,1.565,0.941,0,0,none,0.041,0.0,0.022,APPROVE
A01319,gig,0.648,0.684,0.781,35,20804,12563,,0,14932,0.583,31,3.81,1.656,0.704,0,0,none,0.172,0.083,0.3,DECLINE
A01320,gig,0.899,0.855,0.879,29,,8966,7351,0,11620,0.833,54,4.55,,0.878,0,0,none,0.151,0.083,0.139,APPROVE
A01321,gig,0.772,0.776,0.843,55,23608,12869,5100,0,16108,0.747,53,4.47,1.834,0.797,0,0,none,0.124,0.0,0.156,APPROVE
A01322,self_employed,0.922,0.824,,44,33484,30545,10514,0,3274,0.744,69,4.17,1.096,0.873,0,0,none,0.106,0.083,0.088,APPROVE
A01323,salaried,0.709,,0.747,41,39979,26532,14234,2,2359,0.39,15,4.02,1.507,0.728,0,0,none,0.127,0.083,0.216,DECLINE
A01324,gig,0.779,0.693,0.883,38,39848,29979,10177,1,29630,0.634,58,4.51,1.329,0.785,0,0,none,0.031,0.0,0.144,APPROVE
A01325,gig,,1.0,0.932,31,50384,25224,21174,1,45160,0.844,,4.53,1.997,0.966,0,0,none,0.023,0.167,0.068,APPROVE
A01326,self_employed,0.714,0.814,0.771,83,23409,16005,2672,,3553,0.605,16,4.19,1.463,0.766,1,0,none,0.147,0.083,0.234,DECLINE
A01327,self_employed,0.77,0.786,0.892,40,26497,12307,5183,1,3598,0.539,64,,2.153,0.816,0,0,none,0.145,0.083,0.176,REFER
A01328,self_employed,0.609,0.706,0.812,44,31673,26258,8166,1,358,0.416,0,,1.206,0.709,0,0,none,0.074,0.083,0.264,DECLINE
A01329,salaried,0.953,0.823,0.975,42,36799,20493,12492,0,1768,0.719,0,,1.796,0.917,0,0,none,0.115,0.083,0.104,APPROVE
A01330,self_employed,1.0,0.898,1.0,35,30507,22410,16291,0,8430,0.813,28,5.0,1.361,0.966,0,0,none,0.072,0.0,0.038,APPROVE
A01331,salaried,0.917,0.914,0.994,86,45906,26997,16412,0,8,0.7,0,,1.7,0.942,0,0,none,0.017,0.083,0.079,APPROVE
A01332,gig,0.773,0.754,0.776,39,29895,20019,,1,20722,0.569,32,4.25,1.493,0.768,0,0,none,0.068,0.083,0.255,DECLINE
A01333,salaried,0.723,0.759,0.799,20,30674,19749,10224,,,0.503,38,3.86,1.553,0.76,0,0,none,0.141,0.167,0.203,REFER
A01334,gig,0.851,0.884,0.86,62,49784,35398,19258,0,,0.821,96,4.85,1.406,0.865,0,0,none,0.0,0.083,0.092,APPROVE
A01335,gig,1.0,0.993,0.963,33,,17591,9855,0,32126,0.884,33,4.67,,0.985,0,0,none,0.028,0.083,0.043,APPROVE
A01336,gig,0.764,0.805,0.871,23,48402,33590,19030,2,,0.706,22,4.82,1.441,0.813,0,0,none,0.007,0.083,0.147,APPROVE
A01337,gig,0.884,,0.924,20,56873,32121,,1,51419,0.858,,4.67,1.771,0.904,0,0,none,0.107,0.25,0.202,REFER
A01338,salaried,0.934,0.959,0.952,31,31272,23290,16909,0,264,0.713,0,,1.343,0.948,0,0,none,0.086,0.083,0.109,APPROVE
A01339,gig,1.0,1.0,1.0,32,55618,10092,10065,0,22452,0.99,23,,5.511,1.0,0,1,inflated_income,0.52,0.083,0.04,APPROVE
A01340,salaried,0.811,0.963,0.889,33,74764,39655,25541,1,8101,0.556,19,4.39,1.885,0.888,0,0,none,0.0,0.0,0.105,APPROVE
A01341,gig,0.721,0.827,0.806,45,40441,17657,8939,1,33310,0.542,46,4.0,2.29,0.785,0,0,none,0.097,0.0,0.185,REFER
A01342,self_employed,0.882,0.871,0.868,58,31030,24580,7960,1,4491,0.727,29,4.69,1.262,0.874,0,0,none,0.114,0.0,0.123,APPROVE
A01343,gig,0.81,0.864,0.883,24,16705,10578,10004,1,12456,0.846,,4.32,1.579,0.852,0,0,none,0.118,0.083,0.133,APPROVE
A01344,gig,0.879,0.927,0.854,42,44057,26674,18330,1,37693,0.731,45,4.29,1.652,0.887,0,0,none,0.073,0.0,0.059,APPROVE
A01345,gig,0.807,0.778,0.857,21,38377,36668,8087,1,29854,0.45,51,3.97,1.047,0.814,0,0,none,0.138,0.0,0.154,APPROVE
A01346,self_employed,0.747,0.737,0.871,24,44541,32660,10232,1,8474,,28,4.16,1.364,0.785,0,0,none,0.13,0.083,0.155,APPROVE
A01347,gig,0.795,0.864,0.903,33,25646,15300,12692,0,14549,0.743,42,4.78,1.676,0.854,0,0,none,0.083,0.0,0.164,REFER
A01348,gig,1.0,0.914,0.905,38,29494,16636,8629,2,23015,0.755,32,,1.773,0.939,0,1,fabricated_rent_history,0.522,0.083,0.105,APPROVE
A01349,gig,0.888,0.99,1.0,52,33506,17432,12891,0,23071,0.952,,4.88,1.922,0.959,0,0,none,0.109,0.083,0.027,APPROVE
A01350,self_employed,0.771,0.774,0.83,28,35329,21078,,3,6032,0.49,23,3.93,1.676,0.792,0,0,none,0.147,0.083,0.282,DECLINE
A01351,salaried,0.945,0.885,0.938,48,95954,40184,38607,1,20548,0.868,,4.41,2.388,0.923,0,0,none,0.026,0.083,0.013,APPROVE
A01352,gig,,0.955,1.0,53,47497,28787,19213,0,39944,0.881,25,4.89,1.65,0.977,0,0,none,0.059,0.083,0.083,APPROVE
A01353,self_employed,0.9,0.852,0.844,34,20147,15896,9597,0,4828,0.688,34,4.05,1.267,0.866,0,0,none,0.146,0.0,0.11,APPROVE
A01354,self_employed,0.904,0.912,1.0,41,50551,17693,17740,0,2227,0.702,27,4.55,2.857,0.939,0,0,none,0.084,0.0,0.074,APPROVE
A01355,gig,1.0,0.955,1.0,33,21045,13902,8370,0,17751,0.747,25,4.75,1.514,0.985,0,0,none,0.097,0.0,0.039,APPROVE
A01356,self_employed,,0.968,0.914,39,68935,32506,31406,0,10281,0.841,35,4.61,2.121,0.941,0,0,none,0.06,0.083,0.093,APPROVE
A01357,gig,0.758,0.692,0.79,49,34631,22742,9883,1,26180,0.504,21,3.7,1.523,0.746,0,0,none,0.15,0.0,0.216,DECLINE
A01358,gig,0.827,0.885,0.925,35,22139,17438,9825,0,22344,0.776,38,4.47,1.27,0.879,0,0,none,0.094,0.0,0.079,APPROVE
A01359,self_employed,0.859,0.902,0.898,21,73605,54498,,0,22639,0.686,24,4.12,1.351,0.887,0,0,none,0.073,0.083,0.221,DECLINE
A01360,salaried,0.679,0.81,0.826,42,53259,35974,18075,1,5778,0.641,42,4.14,1.48,0.772,0,0,none,0.144,0.0,0.18,REFER
A01361,self_employed,0.608,0.581,0.733,21,76284,55157,16602,1,13174,0.325,19,,1.383,0.641,0,0,none,0.164,0.083,0.298,DECLINE
A01362,self_employed,0.921,0.881,0.887,53,17290,8627,8560,1,1839,0.786,0,,2.004,0.896,0,0,none,0.077,0.083,0.12,APPROVE
A01363,gig,0.816,0.877,0.909,42,62289,59818,22777,0,50184,0.813,36,4.55,1.041,0.867,0,0,none,0.087,0.0,0.15,APPROVE
A01364,gig,0.804,0.794,0.945,59,41348,31624,15434,0,32289,0.867,27,4.85,1.307,0.848,0,0,none,0.051,0.0,0.087,APPROVE
A01365,gig,0.764,0.901,0.873,49,29991,18599,9072,0,,0.785,,4.46,1.613,0.846,0,0,none,0.074,0.167,0.148,APPROVE
A01366,salaried,0.829,0.911,0.933,27,26770,17119,9754,0,7412,,28,4.2,1.564,0.891,0,0,none,0.023,0.083,0.109,APPROVE
A01367,gig,0.818,0.825,0.837,17,26758,15310,6726,1,23402,0.817,31,4.48,1.748,0.827,0,0,none,0.0,0.0,0.161,APPROVE
A01368,gig,0.87,0.882,0.775,55,45767,32993,14155,2,31809,0.572,25,4.66,1.387,0.842,0,0,none,0.113,0.0,0.144,APPROVE
A01369,salaried,0.749,0.76,0.759,37,110144,67710,30234,1,25055,0.724,35,4.35,1.627,0.756,0,0,none,0.101,0.0,0.222,DECLINE
A01370,salaried,0.633,0.665,0.766,35,27586,17398,6718,1,0,0.253,0,,1.586,0.688,0,0,none,0.181,0.083,0.294,DECLINE
A01371,self_employed,,0.747,0.702,31,77690,56267,15812,2,15343,0.451,30,3.92,1.381,0.725,0,0,none,0.169,0.083,0.247,DECLINE
A01372,gig,0.712,0.682,0.762,,25227,19626,3224,1,25024,0.521,38,4.21,1.285,0.719,0,0,none,0.129,0.083,0.229,DECLINE
A01373,salaried,0.81,0.874,0.855,32,47969,36775,15597,1,10028,0.747,53,4.32,1.304,0.846,0,0,none,0.164,0.0,0.163,REFER
A01374,salaried,0.943,0.919,0.925,39,35351,14398,15717,0,3372,0.787,29,4.59,2.455,0.929,0,0,none,0.084,0.0,0.101,APPROVE
A01375,self_employed,0.889,0.969,,78,26401,11430,11325,0,5686,0.749,26,4.73,2.31,0.929,0,0,none,0.039,0.083,0.068,APPROVE
A01376,salaried,0.838,0.887,0.861,72,39687,27301,11821,1,,0.645,,4.45,1.454,0.862,0,0,none,0.0,0.167,0.161,APPROVE
A01377,self_employed,0.592,0.609,0.653,13,47259,35054,8848,5,2749,0.371,12,3.53,1.348,0.618,4,0,none,0.3,0.0,0.38,DECLINE
A01378,gig,0.927,0.978,0.914,47,48657,34354,20045,1,,0.94,17,4.58,1.416,0.94,0,0,none,0.036,0.083,0.028,APPROVE
A01379,salaried,0.972,0.966,0.932,40,14868,5854,4225,0,3927,0.763,37,4.66,2.54,0.957,0,0,none,0.061,0.0,0.111,APPROVE
A01380,gig,0.966,0.811,0.861,51,39389,24003,13802,0,27566,0.783,28,,1.641,0.88,0,0,none,0.083,0.083,0.138,APPROVE
A01381,salaried,0.636,0.544,0.618,41,55854,53839,5266,1,13115,0.363,6,3.48,1.037,0.599,1,0,none,0.175,0.0,0.332,DECLINE
A01382,self_employed,0.823,0.844,0.992,38,28083,23412,,2,583,0.694,0,,1.2,0.886,0,0,none,0.096,0.167,0.182,REFER
A01383,gig,0.814,0.87,0.848,62,27334,20494,3871,2,,0.742,46,4.26,1.334,0.844,0,0,none,0.108,0.083,0.224,DECLINE
A01384,gig,0.719,0.746,0.798,,21497,14006,10211,0,21798,0.595,37,4.13,1.535,0.754,0,0,none,0.135,0.083,0.181,REFER
A01385,salaried,0.754,0.721,0.829,28,42529,21882,12869,2,10443,0.72,32,4.12,1.944,0.768,2,0,none,0.142,0.0,0.159,APPROVE
A01386,gig,0.891,0.989,0.952,61,25149,20078,7659,0,15978,0.752,22,4.66,1.253,0.944,0,0,none,0.043,0.0,0.014,APPROVE
A01387,gig,1.0,0.97,0.888,44,28088,16268,12933,0,20394,0.859,22,4.93,1.727,0.952,0,0,none,0.036,0.0,0.004,APPROVE
A01388,salaried,0.888,0.895,0.849,60,40856,29340,13932,0,3164,0.666,34,4.71,1.393,0.878,0,0,none,0.071,0.0,0.092,APPROVE
A01389,gig,0.838,0.994,0.986,51,79703,51894,29335,0,75662,0.913,41,4.81,1.536,0.939,0,0,none,0.13,0.0,0.053,APPROVE
A01390,gig,0.858,0.904,0.909,39,20935,12010,9412,0,,0.869,39,4.55,1.743,0.891,0,0,none,0.048,0.083,0.086,APPROVE
A01391,gig,0.798,0.894,0.941,111,26931,,6271,1,19490,0.802,18,4.43,,0.878,0,0,none,0.093,0.083,0.182,REFER
A01392,gig,0.787,0.805,0.876,21,36714,22860,9377,0,25014,0.747,31,4.23,1.606,0.822,0,0,none,0.131,0.0,0.13,APPROVE
A01393,gig,0.699,0.717,0.717,30,32293,24484,8182,2,28020,0.692,22,3.98,1.319,0.711,0,0,none,0.132,0.0,0.226,DECLINE
A01394,gig,0.718,0.858,,41,25183,16044,11733,0,21400,0.612,41,4.08,1.57,0.788,0,0,none,0.144,0.083,0.173,REFER
A01395,self_employed,0.755,0.772,0.781,91,22505,12193,8840,2,6658,0.562,16,4.1,1.846,0.77,0,0,none,0.124,0.0,0.22,DECLINE
A01396,self_employed,0.888,0.932,0.972,42,66406,33899,24835,0,5607,0.683,74,,1.959,0.931,0,0,none,0.029,0.083,0.082,APPROVE
A01397,gig,0.628,0.728,0.753,22,39355,28928,9226,1,29675,0.535,,3.92,1.36,0.703,0,0,none,0.086,0.083,0.223,DECLINE
A01398,gig,0.959,0.739,0.886,20,23317,18422,4248,0,16381,0.755,41,4.41,1.266,0.861,0,0,none,0.138,0.0,0.133,APPROVE
A01399,self_employed,0.904,0.881,0.859,69,22061,9296,15121,1,3673,0.912,23,4.45,2.373,0.881,1,0,none,0.113,0.0,0.126,APPROVE
A01400,salaried,0.717,0.801,0.79,71,134685,103444,31011,1,11844,0.647,39,3.96,1.302,0.769,0,0,none,0.201,0.0,0.21,REFER
A01401,gig,0.855,0.922,,24,25791,17658,2166,1,20950,0.849,18,4.53,1.461,0.889,0,0,none,0.043,0.083,0.131,APPROVE
A01402,gig,0.844,0.706,0.753,49,29068,24164,7254,2,18862,0.558,,4.12,1.203,0.768,0,0,none,0.073,0.083,0.212,REFER
A01403,salaried,0.706,0.828,0.811,78,,23546,18188,1,4125,0.706,16,4.1,,0.782,0,0,none,0.116,0.083,0.202,REFER
A01404,self_employed,0.768,0.853,0.817,24,54747,36123,17876,0,3236,0.545,24,4.45,1.516,0.813,0,0,none,0.155,0.0,0.153,APPROVE
A01405,gig,0.837,0.802,0.774,30,39895,24937,11537,0,33931,,89,4.34,1.6,0.804,2,0,none,0.158,0.083,0.191,REFER
A01406,salaried,0.789,0.745,0.896,46,38671,29540,11274,1,2513,0.743,20,4.16,1.309,0.81,0,0,none,0.03,0.0,0.154,APPROVE
A01407,self_employed,,0.725,0.708,43,52524,41411,13916,4,0,0.365,0,,1.268,0.717,0,0,none,0.141,0.167,0.231,DECLINE
A01408,salaried,0.817,0.935,0.841,45,47536,21840,,,3711,0.585,20,4.23,2.177,0.864,3,0,none,0.202,0.167,0.225,DECLINE
A01409,self_employed,,0.901,0.924,71,65818,50403,22230,0,3644,0.694,,,1.306,0.912,0,0,none,0.0,0.25,0.08,APPROVE
A01410,self_employed,0.738,0.791,0.818,44,38981,27936,9774,0,6845,0.59,47,4.3,1.395,0.783,0,0,none,0.065,0.0,0.165,REFER
A01411,gig,0.879,0.969,1.0,43,32443,17221,13343,0,20458,0.806,40,4.29,1.884,0.949,0,0,none,0.072,0.0,0.05,APPROVE
A01412,self_employed,0.946,0.789,0.83,32,37813,23254,15047,1,,0.737,22,4.31,1.626,0.855,0,0,none,0.077,0.083,0.103,APPROVE
A01413,gig,0.705,0.785,0.774,76,17138,12044,8450,1,14529,0.551,39,3.93,1.423,0.754,0,0,none,0.066,0.0,0.173,REFER
A01414,salaried,0.779,0.901,0.915,62,33189,22523,9580,0,6681,,27,4.37,1.474,0.865,0,0,none,0.122,0.083,0.149,APPROVE
A01415,salaried,0.851,0.901,0.856,19,16333,10495,3966,0,2595,0.737,19,4.25,1.556,0.87,0,0,none,0.005,0.0,0.146,APPROVE
A01416,salaried,0.908,0.841,0.875,29,70292,62782,15206,2,14646,0.669,36,4.17,1.12,0.875,0,0,none,0.084,0.0,0.113,APPROVE
A01417,gig,0.835,0.773,0.841,40,59737,41767,15300,2,54418,0.552,,4.07,1.43,0.816,0,0,none,0.147,0.083,0.17,REFER
A01418,gig,0.753,,0.807,78,58649,40056,11929,2,40544,0.659,31,,1.464,0.78,0,0,none,0.125,0.167,0.183,REFER
A01419,gig,0.962,0.867,0.945,42,31655,13201,14003,0,25329,0.688,21,4.24,2.398,0.925,0,0,none,0.177,0.0,0.108,APPROVE
A01420,gig,0.895,0.949,0.968,50,36962,27793,10757,0,33967,0.782,42,4.75,1.33,0.938,0,0,none,0.0,0.0,0.049,APPROVE
A01421,gig,0.664,0.805,0.789,55,52501,25855,14553,4,39061,0.454,39,4.27,2.031,0.753,0,0,none,0.164,0.0,0.213,REFER
A01422,self_employed,0.714,0.665,0.81,34,57451,33814,18528,,,0.494,22,3.92,1.699,0.73,0,0,none,0.072,0.167,0.221,DECLINE
A01423,salaried,0.963,0.983,0.96,38,26048,18547,10403,0,6789,0.729,92,4.67,1.404,0.969,0,0,none,0.034,0.0,0.083,APPROVE
A01424,self_employed,0.935,0.998,0.94,26,18191,13272,6918,0,7758,0.703,31,5.0,1.371,0.958,0,0,none,0.038,0.0,0.044,APPROVE
A01425,gig,0.998,,0.98,,36453,28433,16148,1,28130,0.944,34,4.57,1.282,0.989,0,0,none,0.086,0.167,0.086,APPROVE
A01426,gig,0.905,0.878,0.898,47,23690,12894,5492,1,23021,0.723,28,4.97,1.837,0.894,0,0,none,0.034,0.0,0.107,APPROVE
A01427,salaried,0.734,0.776,0.856,45,30594,17490,9641,1,6677,0.629,23,3.91,1.749,0.788,0,0,none,0.085,0.0,0.128,APPROVE
A01428,self_employed,0.887,0.935,,42,,89121,39301,0,,,18,4.68,,0.911,0,0,none,0.074,0.333,0.096,APPROVE
A01429,salaried,0.675,0.704,0.739,38,36782,23927,7599,2,4774,,18,,1.537,0.706,0,0,none,0.074,0.167,0.26,DECLINE
A01430,gig,0.822,,0.794,35,24407,8542,7573,2,20076,0.798,27,4.25,2.857,0.808,0,0,none,0.083,0.083,0.175,REFER
A01431,gig,0.87,0.923,0.914,45,31838,14849,10453,2,27628,,35,4.59,2.144,0.902,0,0,none,0.142,0.083,0.108,APPROVE
A01432,gig,0.882,0.968,,29,39590,25221,14813,0,34646,0.888,48,4.46,1.57,0.925,0,0,none,0.03,0.083,0.054,APPROVE
A01433,self_employed,0.78,0.737,0.831,37,16928,7702,3518,2,5236,,35,4.29,2.198,0.783,0,0,none,0.094,0.083,0.23,DECLINE
A01434,gig,0.706,0.831,,24,69073,53161,18450,1,48897,0.57,32,4.36,1.299,0.768,0,0,none,0.067,0.083,0.138,APPROVE
A01435,salaried,0.913,0.845,0.863,62,,47490,27899,0,3951,0.702,27,4.45,,0.873,1,0,none,0.044,0.083,0.12,APPROVE
A01436,gig,0.955,0.95,0.934,34,24149,13954,,2,,,45,4.54,1.731,0.946,0,0,none,0.075,0.25,0.187,REFER
A01437,gig,0.553,0.6,0.69,40,79017,32886,17144,2,64567,0.458,27,3.92,2.403,0.614,0,0,none,0.189,0.0,0.303,DECLINE
A01438,gig,0.91,0.907,0.84,28,58382,31994,17867,0,41748,0.91,29,4.39,1.825,0.885,2,0,none,0.172,0.0,0.085,APPROVE
A01439,gig,0.753,0.765,0.739,46,42106,20195,9041,1,28048,0.557,,4.41,2.085,0.752,0,0,none,0.053,0.083,0.19,REFER
A01440,gig,0.812,0.658,0.809,60,38398,24082,11465,2,32835,0.753,16,4.16,1.594,0.76,0,0,none,0.125,0.0,0.236,DECLINE
A01441,salaried,0.854,0.837,0.93,54,43193,21230,17940,1,8231,0.635,31,4.28,2.035,0.874,0,0,none,0.063,0.0,0.141,APPROVE
A01442,gig,0.83,0.876,0.908,32,46625,34170,18476,1,32745,0.753,44,4.22,1.364,0.871,0,0,none,0.064,0.0,0.082,APPROVE
A01443,self_employed,0.827,0.836,0.922,67,43982,21849,22100,3,5417,0.872,26,4.75,2.013,0.862,0,0,none,0.052,0.0,0.116,APPROVE
A01444,gig,0.926,0.959,0.882,47,27257,17274,7754,0,,0.752,21,4.66,1.578,0.922,0,0,none,0.081,0.083,0.072,APPROVE
A01445,self_employed,0.897,0.796,0.863,69,,13853,7454,1,3163,,,4.44,,0.852,0,0,none,0.078,0.25,0.095,APPROVE
A01446,self_employed,1.0,0.885,0.951,38,12286,5111,0,0,,0.695,0,,2.404,0.945,0,0,none,0.11,0.167,0.138,APPROVE
A01447,gig,0.727,0.683,0.766,40,16196,13752,2626,0,18313,0.376,,3.94,1.178,0.725,0,0,none,0.165,0.083,0.247,DECLINE
A01448,gig,0.812,0.804,0.874,36,24229,10447,7338,2,20941,0.693,26,4.33,2.319,0.83,0,0,none,0.162,0.0,0.135,APPROVE
A01449,salaried,0.838,0.849,0.897,43,40148,,13257,,136,0.831,,,,0.862,0,0,none,0.065,0.333,0.192,REFER
A01450,self_employed,0.692,0.678,0.811,70,29873,22475,2994,1,2872,,28,4.14,1.329,0.727,0,0,none,0.12,0.083,0.26,DECLINE
A01451,gig,0.865,0.834,0.821,38,12622,7634,2206,4,8938,0.743,31,4.29,1.653,0.84,0,0,none,0.036,0.0,0.174,REFER
A01452,gig,0.966,0.704,0.799,16,13424,10018,4243,2,10309,0.661,20,4.1,1.34,0.823,0,1,fabricated_rent_history,0.562,0.0,0.225,DECLINE
A01453,gig,0.866,0.924,0.936,57,15533,9620,6755,4,13003,0.785,32,4.55,1.615,0.909,0,0,none,0.108,0.0,0.104,APPROVE
A01454,self_employed,0.755,0.778,0.776,55,26221,21375,6926,2,4610,,30,4.27,1.227,0.77,0,0,none,0.098,0.083,0.199,REFER
A01455,gig,0.751,0.781,0.768,28,30402,23726,7879,2,25067,0.608,40,4.07,1.281,0.767,0,0,none,0.161,0.0,0.227,DECLINE
A01456,gig,0.824,0.876,0.919,38,46570,17224,6676,3,,0.865,,4.37,2.704,0.873,0,1,inflated_income,0.623,0.167,0.137,APPROVE
A01457,salaried,0.856,0.806,0.809,33,31202,23729,6641,2,4379,0.53,,4.25,1.315,0.823,0,0,none,0.103,0.083,0.148,APPROVE
A01458,self_employed,0.629,0.657,0.803,25,13549,7362,0,2,3371,0.493,16,4.02,1.84,0.697,0,0,none,0.14,0.0,0.349,DECLINE
A01459,self_employed,0.722,0.728,0.744,28,27851,15643,3740,1,4833,0.387,23,3.92,1.78,0.731,0,1,inflated_income,0.735,0.0,0.296,DECLINE
A01460,self_employed,0.703,0.862,0.865,25,113409,39942,16234,1,6022,0.588,33,4.67,2.839,0.81,0,1,inflated_income,0.605,0.0,0.188,REFER
A01461,gig,0.849,0.827,0.904,25,69351,56190,18906,0,55700,0.615,32,4.52,1.234,0.86,0,0,none,0.016,0.0,0.108,APPROVE
A01462,self_employed,0.701,0.79,0.843,24,37613,23360,,2,2551,0.539,,4.08,1.61,0.778,0,0,none,0.112,0.167,0.272,DECLINE
A01463,gig,0.838,0.937,0.92,73,44734,35393,17665,0,35413,0.739,22,4.21,1.264,0.898,0,0,none,0.069,0.0,0.094,APPROVE
A01464,self_employed,0.971,1.0,0.972,45,48870,37029,17301,0,9298,0.642,30,4.42,1.32,0.981,0,0,none,0.001,0.0,0.023,APPROVE
A01465,gig,0.942,0.929,0.915,37,28061,18768,11269,0,19470,0.969,50,4.71,1.495,0.929,0,0,none,0.098,0.0,0.076,APPROVE
A01466,gig,1.0,0.918,0.978,48,49228,25631,20237,2,33518,0.9,44,4.51,1.921,0.965,0,1,fabricated_rent_history,0.619,0.0,0.095,APPROVE
A01467,self_employed,0.961,0.852,0.934,42,25245,16940,6354,1,208,0.717,0,,1.49,0.915,0,0,none,0.067,0.083,0.099,APPROVE
A01468,gig,0.75,0.729,0.91,42,71775,44777,26234,0,53083,0.664,18,4.6,1.603,0.797,0,0,none,0.164,0.0,0.189,REFER
A01469,gig,0.895,0.906,,33,28997,11131,8647,1,21327,,36,4.61,2.605,0.901,0,0,none,0.109,0.167,0.106,APPROVE
A01470,salaried,0.677,0.705,0.74,33,58865,31882,13785,0,12850,0.455,24,3.81,1.846,0.707,0,0,none,0.121,0.0,0.286,DECLINE
A01471,gig,0.932,0.831,0.881,30,66062,40923,18672,0,,0.744,32,4.29,1.614,0.881,0,0,none,0.087,0.083,0.089,APPROVE
A01472,salaried,0.895,0.851,0.961,30,44676,20352,19523,2,2960,0.668,24,4.69,2.195,0.902,0,0,none,0.134,0.0,0.062,APPROVE
A01473,self_employed,0.691,0.683,0.761,38,75111,,,1,9674,0.569,22,4.05,,0.712,0,0,none,0.061,0.167,0.364,DECLINE
A01474,salaried,0.867,0.9,0.901,37,29080,19995,5724,0,3589,0.7,25,4.65,1.454,0.889,0,0,none,0.075,0.0,0.081,APPROVE
A01475,salaried,0.834,0.813,0.873,29,46972,22652,13792,0,5082,0.651,24,4.44,2.074,0.84,0,0,none,0.121,0.0,0.121,APPROVE
A01476,gig,,0.908,0.921,24,32206,28847,13695,1,25040,0.86,21,4.5,1.116,0.914,1,0,none,0.107,0.083,0.092,APPROVE
A01477,gig,0.895,0.872,0.822,23,70634,31707,,0,27587,0.793,56,4.3,2.228,0.863,3,1,inflated_income,0.694,0.083,0.255,DECLINE
A01478,self_employed,0.764,0.829,0.849,41,69845,39253,16946,1,2665,0.543,,3.93,1.779,0.814,0,0,none,0.159,0.083,0.157,APPROVE
A01479,gig,0.851,0.931,0.84,35,35560,12866,13645,0,30728,0.811,35,4.72,2.764,0.874,0,0,none,0.007,0.0,0.067,APPROVE
A01480,gig,0.903,0.858,0.865,34,27762,14614,11827,0,25482,0.729,20,4.1,1.9,0.875,0,0,none,0.126,0.0,0.113,APPROVE
A01481,gig,0.97,0.855,0.912,44,61047,29933,15723,1,58866,0.775,33,4.42,2.039,0.912,0,0,none,0.052,0.0,0.08,APPROVE
A01482,gig,0.92,0.943,0.942,45,41867,26624,13434,3,37108,0.774,35,,1.573,0.935,0,0,none,0.079,0.083,0.138,APPROVE
A01483,self_employed,0.795,0.828,0.884,24,46658,41872,13916,0,7682,0.641,80,4.84,1.114,0.835,0,0,none,0.113,0.0,0.114,APPROVE
A01484,gig,0.747,0.726,0.73,17,15476,14697,927,2,11254,0.61,20,4.04,1.053,0.734,0,0,none,0.188,0.0,0.338,DECLINE
A01485,salaried,0.803,1.0,0.931,70,51216,23681,,0,15661,0.913,21,4.87,2.163,0.911,0,0,none,0.036,0.083,0.146,APPROVE
A01486,gig,0.935,0.934,1.0,36,20510,8769,,0,15925,0.932,22,4.3,2.339,0.956,0,0,none,0.051,0.083,0.155,APPROVE
A01487,gig,0.585,0.653,0.71,34,31361,17552,9170,0,19681,0.612,37,3.77,1.787,0.649,0,0,none,0.133,0.0,0.236,DECLINE
A01488,self_employed,0.96,0.918,1.0,55,81177,58205,29609,0,,,35,4.99,1.395,0.959,0,0,none,0.025,0.167,0.093,APPROVE
A01489,self_employed,0.969,0.858,0.92,62,36706,18137,15932,1,5575,0.832,36,4.59,2.024,0.916,0,0,none,0.101,0.0,0.092,APPROVE
A01490,self_employed,,1.0,0.907,93,57875,28333,24928,0,12453,0.74,45,4.41,2.043,0.953,0,0,none,0.056,0.083,0.103,APPROVE
A01491,self_employed,0.672,0.678,,,26095,11254,,2,2056,0.477,,4.06,2.319,0.675,2,0,none,0.194,0.333,0.348,DECLINE
A01492,gig,0.697,0.811,0.781,32,42793,23100,,2,,0.552,23,4.28,1.853,0.763,0,0,none,0.12,0.167,0.285,DECLINE
A01493,gig,0.784,0.652,0.71,47,,19380,6064,2,17888,0.567,,4.2,,0.715,0,0,none,0.131,0.167,0.303,DECLINE
A01494,salaried,0.845,0.905,0.933,53,12773,5638,3933,2,0,0.867,0,,2.266,0.894,0,0,none,0.106,0.083,0.137,APPROVE
A01495,gig,0.805,0.87,0.887,21,11531,6828,3219,1,9906,0.764,21,,1.689,0.854,0,0,none,0.076,0.083,0.163,REFER
A01496,gig,0.797,0.83,0.839,32,51974,28022,12343,0,38004,0.799,27,4.18,1.855,0.822,0,0,none,0.095,0.0,0.169,REFER
A01497,gig,0.752,0.787,0.806,48,59321,32513,15404,4,80715,0.655,42,4.38,1.825,0.782,2,1,manipulated_gig_earnings,0.705,0.0,0.237,DECLINE
A01498,gig,0.96,0.847,0.958,29,20983,14143,11589,1,14426,0.944,,4.4,1.484,0.921,0,0,none,0.03,0.083,0.062,APPROVE
